Helminthiasis
Worms nos
Worms, intestinal
Worm infestation
Helminth infestation
Soft tissue injury
Appendicitis
Rheumatoid arthritis
Arthritis rheumatoid
Arthritis rheumatoid
Candidiasis
Convulsions
Convulsion
Convulsion
Seizures
Depression
Depressive episode
Duodenal ulcer
Ulcer duodenal
Ulcer duodenal
Peptic ulcer
Peptic ulcer nos
PUD
Ulcer peptic nos
Bleeding peptic ulcer
Ulcer peptic nos
Gastric ulcer
GUD
Ulcer gastric
Ulcer gastric
Road traffic accident
RTA
Leukaemia
Leukemia
Leukemia
Otitis externa
OE
Psychosis
RHD
Rheumatic heart disease
RHD
Sinusitis
Syphilis
UTI
Diabetes insipidus
DI
Neonatal sepsis
Neonatal infection
Sepsis neonatal
Sepsis neonatal
Thrush
Candidiasis oral
Thrush
Vaginal candidiasis
Candidiasis, vaginal
Vaginal candidiasis
Vulvovagina candidiasis
Schistosomiasis
Bilharzia
Malaria, clinical
Wound, pierce
Synovitis
Poisoning, food
Toxicity, food
Food poisoning
Poisoning, food
Allergic rhinitis
Urethritis
Pellagra
Allergic reaction
STI,males
Clinical malaria
Paraphimosis
Dog bite
Fungal infection skin
Fungal skin infection
Skin infection, fungal
Gastroenteritis
Arthritis, knee
Knee, arthritis
Worms, intestinal
Spondlosis
Allergic rash
Rash allergic
Schizophrenia
Dementia praecox
Celebral palsy
Dislocation
Pneumonia, lobar
Lobar pneumonia
Dementia, senile
Senile dementia
Senile psychosis
Senile dementia
Bartholin's abscess
Bartholin(apostrophe)s gland abscess
Bartholin's abscess
Kaposis sarcoma
Kaposi sarcoma
KS
Kaposis sarcoma
KS
Dermatitis nos
Cerumen impaction
Earwax impaction
Ceruminosis
Venous stasis
Kaposi sarcoma oral
Rash allergic
Trichomonas vaginalis
Trichomonas
T vaginalis
Trichomonas vaginalis
Peripheral neuropathy
PN
Oral hairy leukoplakia
PCP
Eczema
Allergic eczema
Laryngitis
Pulmonary tuberculosis
Tinea corporis
Herpes zoster
Shingles
Acne
Acne vulgaris
Thrombocytopenia
Thrombopenia
Folliculitis
Pneumocystis pneumonia
PCP
Pneumocystis carinii pneumonia
Pneumocystic carinii pneumonia
PCP pneumonia
Human immunodeficiency virus
HIV
P23
Vitamin D deficiency
Rachitis
Rickets
Vitamin C deficiency
Scorbutus
Scurvy
Leprosy
Hansen's disease
Hansenosis
Pertussis
Whooping cough
Chicken pox
Varicella zoster
Varicella
Gonorrhea
Clap
GC
Gonorrhoea
Acquired immunodeficiency syndrome
AIDS
Upper respiratory tract infection
Chalazion
STY
Stye
Cutaneous abscess NOT specified
Abscess
Low back pain
Lumbago
Diarrhea and gastroenteritis of presumed infectious origin
Diarrhoea and gastroenteritis of presumed infectious origin
Dysentery
Dysentry
Gastroenteritis
Pelvic inflammatory disease
PID
PID
Hypertension
HTA
HTN
Injury of unspecified body region
Bruise
Incomplete abortion
Abortion, incomplete
Missed abortion
Unspecified malaria
Clinical malaria
Malaria
Malaria, clinical
Malaria, presumed
Other and unspecified convulsions
Convulsion
Depressive episode
Schistosomiasis
Schistosomiasis
Open wound of unspecified body region
Wound, pierce
Sexually transmitted disease unspecified
STI,males
Dermatophytosis
Fungal infection skin
Fungal skin infection
Skin infection, fungal
Spondylosis
Spondlosis
Cerebral palsy
Celebral palsy
Varicose leg ulcers
Leg ulcers
Varicose veins with ulceration
Confirmed drug resistant tuberculosis
Multidrug-resistant TB
MDR-TB
MDR-TB
Enteropathy
Ist
Other neurological condition
Neurological syndromes other
Cardiovascular disease
CVD
Anaphylaxis
Anaphylactic shock
Shock anaphylactic
Pulmonary effusion
PL effusion
Pleural effusion
Pleural fluid
HIV infected
HIV pos
Wart virus infection
Flat wart
Plane wart
Verruca planus
Molluscum contagiosum
Human papillomavirus
HPV
Nonresponsive herpes simplex virus
Nonresponsive HSV
Refractory anemia
Rectovaginal fistula
Cryptococcosis
Anemia, iron deficiency
IDA
Iron deficiency anemia
Angio-edema
Angioedema
Malaria diagnosis
Mycobacterium tuberculosis, pulmonary
Acute pneumonia presumed bacterial
Bacterial pneumonia
Sub-acute pneumonia presumed pcp
Pneumocystis
Severe dysphagia presumed invasive
Meningitis acute bacterial
Pyogenic meningitis
Meningitis sub-acute presumed cryptococcus
Cryptococcal meningitis
Meningitis sub-acute presumed tuberculosis
Tuberculous meningitis
Meningitis TB
Dysentery bacilliary
Convulsions or neurological deficit presumed toxoplasmosis
Chlamydia trachomatis
Chlamydia
CT
Herpes simplex genital infection
HSV
Extrapulmonary tuberculosis (EPTB)
EPTB
Pneumopathy
Candidiasis, esophageal
Esophageal candidiasis
Oesophageal candidiasis
Candidiasis esophageal
Constipation
Psychiatric history
Angular cheilitis
Seborrhoeic dermatitis
Fungal nail infection
Persistent oral candidiasis
Toxoplasmosis of the brain
Toxoplasmosis
Toxoplasmosis
Central nervous system toxoplasmosis
Cerebral toxoplasmosis
Extrapulmonary cryptococcosis including meningitis
Disseminated non-tuberculosis mycobacterial infection
Leishmaniasis, atypical disseminated
Atypical
Leishmaniasis - voided
Leishmaniasis
Atypical disseminated leishmaniasis
Cerebral or B-cell non Hodgkin lymphoma
Lymphoma HIV
Lymphoma (cerebral or B-cell non hodgkin)
Invasive cancer of cervix
Invasive cervical carcinoma
CANCER OF CERVIX
Invasive cancer cervix
Cancer cervix
Hypokalemia
Hypokalaemia
Pneumothorax
Collapsed lung
Anxiety disorder
Anxiety
Congestive heart failure
CHD
Congestive heart disease
Symptomatic nephropathy or cardiomyopathy presumed due to hiv
Diarrhea, bacterial
Genital ulcers, lgv
Lymphogranuloma venereum
Genital ulcers, chancroid
Soft chancre
Hepatotoxicity
Chemical-driven liver damage
Hepatic toxicity
Other psychiatric or neurological adverse effect
Tuberculoma
Vaginal/urethral discharge Non-GC
Chronic isosporiasis
Isosporiasis
TB lymphadenopathy
Tuberculosis lymphadenopathy
Lineal gingival erythema
Extrapulmonary tuberculosis without lymphadenopathy
EPTB without TB lymphadenopathy
Extrapulmonary TB excluding TB lymphadenopathy
Unexplained persistant heptomegaly and splenomegaly
Persistant heptomegaly and splenomegaly
Other enteritis
Atypical mycobacteriosis disseminated or lungs
Hypertensive heart disease
Severe rheumatic valvular disease
Gastritis with hemorrhage
Gastritis without hemorrhage
Meningitis other cause
Unspecified meningitis
Meningitis viral
Viral meningitis
Genitourinary problem
Idiopathic cardiomyopathy
Peripartum cardiomyopathy
Peri-partum cardiomyopathy
Cardiomyopathy peri-partum
Congenital heart disease
Endomyocardial fibrosis
Mitral stenosis
Aortic regurgitation
AR
Aortic insufficiency
Atrial fibrillation
AF
Abnormal heart rhythm
Post operation
Post op
Heart disease
Pericardial disease
Pericarditis
Acute rheumatic fever
Rheumatic fever
Pulmonary hypertension
Arrhythmia
Palpitations
Bradycardia
Slow heart rate
Other valvular disease
Valvular disease
Heart failure
Tuberculous enteritis
Enteritis due to TB
Enteritis due to tuberculosis
Oral thrush after eight weeks
Other who stage II or IV condition
Acute diarrhea more than three stools in 24 hours
Acute diarrhea
Renal failure
Liver failure
Abdominal pain, surgical
Peritonitis
Abscess, perianal
Abscess, peritonsillar
Eye infection
Red eye
Acute eye infection
Acute red eye
Eye infection, chronic
Hepatitis, acute
Acute hepatitis
Hepatitis, chronic
Otitis media, chronic
Chronic otitis media
Otitis media, acute
Renal failure, acute
ARF
Acute renal failure
Renal failure, chronic
Chronic renal failure
Allergic conjunctivitis
Allergic dermatitis
Drug eruption
Anal fistula
Fistula in ANO
Anemia of pregnancy
Anemia in pregnancy
Balanitis
Benign prostatic hypertrophy
BPH
Cat bite
Bite, cat
Bubo
Bullous impetigo
Impetigo
Candidiasis, penile
Balanoposthitis
Carbuncle
Chronic psychiatric disease
Chronic psychiatric disorder
Cirrhosis
Liver cirrhosis
Conjunctivitis, bacterial
Chronic obstructive pulmonary disease
COPD
Corneal ulcer
Dental abscess
Tooth abscess
Dental pain
Toothache
Diabetes
Diabetes mellitus
Gastroesophageal reflux
Gerd
Gastro-oesophageal reflux disease
Gout
Headache, migraine
Hemothorax
Herpes simplex, nos
Hypoglycemia
Hypoglycaemia
Impetigo
Influenza
Insect bite
Keloid
Lower respiratory tract infection
LRTI
Ludwig's angina
Lymphadenitis
Malnutrition, adult
Menorrhagia
Musculoskeletal pain
MSP
Musculoskeletal pains
Myopia
Nearsightedness
Shortsightedness
Ovarian cyst
Parotitis
Pityriasis rosea
Pleurisy
Post herpetic neuralgia
Pterygium
Pyomyositis
Roundworm
Ascaris lumbricoides
Roundworms
Sepsis
Severe malaria, seizures
Severe malaria
Siatica
Sydenham's chorea
Tendon laceration
Tinea cruris
Tinea versicolor
P versicolor
Pityriasis versicolor
T versicolor
Tinea, nos
Trachoma
Tropical splenomegaly
TSS
Trompical slenomegaly syndrome
Ulcer, nos
Ulcer
Ulcer, oral
Ulcer, tropical
Urticaria
Hives
Viral conjunctivitis
Viral syndrome
Wart
Isosporiasis , acute
Supraventricular tachycardia
SVT
First degree atrioventricular block
First degree AV block
Second degree atrioventricular block
2nd degree AV block
Complete heart block
Right bundle branch block
RBBB
Left bundle branch block
LBBB
Atrial tachycardia
Sinus tachycardia
Sinus bradycardia
Multifocal atrial tachycardia
MAT
Inferior myocardial infarction
Inferior MI
Anterior myocardial infarction
Anterior MI
Lateral myocardial infarction
Lateral MI
Mitral regurgitation
Ventricular septal defect
VSD
Atrial septal defect
ASD
Endocarditis
Aortic aneurysm
Cor pulmonale
Pulmonary heart disease
Alcoholic cardiomyopathy
Cardiomyopathy alcohol
Aortic regurgitation
Bacterial infection
Peds thrush
Cardiomyopathy
Infant cytomegalovirus
CMV
Diarrhoea, chronic (>1 month) unexplained
Chronic diarrhea
Chronic diarrhoea more than 1 month
Chronic diarrhoea 1 MO
Hepatitis
HSV stomatitis
Stomatitis
HSV bronchitis
Peds herpes zoster
Peds shingles
Leiomyosarcoma
Symptomatic lymphoid interstitial pneumonia
Lymphoid interstitial pneumonia
LIP
Nephropathy
Nocardiosis
Infant toxoplasmosis
Varicella, disseminated
Disseminated chickenpox
Esophageal pulmonary candidiasis
Coccidiodomycosis, disseminated
Cryptococcosis, extrapulmonary
Cryptosporidiosis
Child HSV infection
Histoplasmosis, disseminated
Kaposi sarcoma - old
Lymphoma, brain
Lymphoma
Mycobacterium tuberculosis, extrapulmonary
Extra pulmonary tuberculosis
Atypical mycobacteriosis, disseminated or lung
Atypical mycobacteriosis
Mycobacterium avium complex
PCP - old
Progressive multifocal leukoencephalopathy
PML
PML
WHO HIV peds - salmonella
Toxoplasmosis of the brain (from age 1 month)
Toxoplasmosis, brain > 1 month
Wasting syndrome
Failure to thrive
Cellulitis
Dementia
Oral candidiasis
Oral thrush
Rickets
Rickets
Rachitis
Poliomyelitis
Infantile paralysis
Polio
Adult herpes zoster
Adult shingles
WHO HIV - recurrent upper respiratory infections
Oral candidiasis
Oral thrush
Thrush
Oral candida
Oral candidiasis
Candidiasis oral - voided
Candidiasis, oral
Tuberculosis within year
Candidiasis of oseophagus, trachea and bronchi or lungs
Candidiasis of respiratory tract
Candidiasis of oseophagus, trachea and/or bronchus
WHO HIV - extrapulmonary cryptococcosis
WHO HIV - cryptosporidiosis with diarrhea
WHO HIV - cytomegalovirus disease not liver spleen nodes
Encephalopathy
WHO HIV - HIV wasting syndrome
WHO HIV - lymphoma
WHO HIV - disseminated atypical mycobacteriosis
WHO HIV - extrapulmonary tuberculosis
WHO HIV - progressive multifocal leukoencephalopathy
Salmonella septicemia
Meningitis
Dilated cardiomyopathy
Soft tissue injury

Heat rash
Tension headache
Trauma
Trauma, not specified otherwise
Trauma nos
Pyelonephritis
DKA
Diabetic ketoacidosis
Hyperglycemic hyperosmolar nonketotic coma
Honk
Type 1 diabetes
Type 2 diabetes
Acute cerebrovascular attack
Stroke
CVA
Stroke
Sepsis clinical
Sepsis with proven bacteraemia
Sepsis NTS isolated
Sepsis S pneumoniae isolated
Sepsis with s pneumoniae isolated
Sepsis other organism
Malaria uncomplicated
Septic shock
shock septic
Haemorrhagic shock
Shock haemorrhagic
Unexplained shock
Other systemic condition
Subarachnoid haemorrhage
Paraplegia
Tetanus
Rabies
Psychiatric syndrome
Coma unknown cause
Other nervous system condition
Other encephalitis
Space occupying lesion cerebral toxoplasmosis
Deep vein thrombosis
DVT
Pulmonary embolism
Pulmonary emboli
Hypertensive crisis
Syncope
Syncope nos
Other cardiovascular condition
Ischaemic heart disease
Myocardial ischaemia
Cardiomyopathy unknown cause
Cardiomyopathy with unknown cause
Cardiomyopathy nutritional
Nutritional cardiomyopathy
Cardiomyopathy other cause
Other cardiomyopathy
Heart failure secondary to hypertension
Unexplained heart failure
Essential hypertension
Malignant hypertension
Secondary hypertension
Endocrine secondary hypertension
Other secondary hypertension
Assumed tuberculous pericardial effusion
Pyogenic pericardial effusion
Malignant pericardial effusion
Uraemic pericardial effusion
Other pericardial effusion
Acute urti
Acute upper respiratory tract infection
Acute uri
Acute lower respiratory tract infection
Acute lrti
Chronic obstructive airways disease
Chronic lung disease
Other respiratory condition
Lung abscess
Respiratory malignancy
Other respiratory malignancy
Bronchiectasis
Acute gastroenteritis
GI haemorrhage
Massive splenomegaly
Massive hepatomegaly
Other gastrointestinal syndrome
Other gastrointestinal condition
Chronic gastroenteritis
Bleeding oesophageal varices
Other cause of GI bleeding
Peptic ulcer disease
Acute pancreatitis
Acute adbdominal pain
Palatal kaposi
Other abdominal tumour
Hyper-reactive malarial splenomegaly
Liver disease
Obstructive jaundice
Pyogenic liver abscess
Other liver disease
Assumed cirrhosis
Assumed tuberculous ascites
Ascites with bacterial infection
Hookworm
Hookworms
Hookworm infestation
Trongyloides
Hydatid
Generalized oedema
Haematuria
Acute retention
Obstetric disease
Other renal syndrome
Acute nephritis
Nephrotic syndrome
Subdural haematoma
Kidney stone
Prostatic disease
Testicular disease
Elvic inflammatory disease
Other gynaecological disease
Other gynaecological condition
Hyperglycaemia
Thyroid disease
Hyperthyroidism
Hypothyroidism
Adrenal disease
Cushing's syndrome
Cushings syndrome
Addison's disease
Addisons disease
Pituitary disease
Hypopituitarism
Acromegaly
Adenoma
Other endocrine disease
Systemic drug reaction
Systemic drug overdose
Other systemic drug toxicity
Foot ulcer or infection
Thyrotoxic crisis
Alcohol intoxication
Delirium tremens
Hypothermia
Other suspected metabolic disorder
Microcytic anaemia
Macrocytic anaemia
Other kind of anaemia
Pancytopenia
Myeloma
Other lymphadenopathy
Unexplained lymphadenopathy
Bleeding tendency
Bleeding due to DIC
Bleeding due to other cause
Acute bacterial arthritis
Acute reactive arthritis
Chronic inflammatory arthritis
Osteoarthritis
Osteoarthrosis
Degenerative arthritis
Degenerative joint disease
Spondylitis
TB spondylitis
Pyogenic spondylitis
Neoplastic spondylitis
Spondylitis with unidentified cause
Bone malignancy
Primary bone malignancy
Metastatic bone malignancy
Osteomyelitis
Other musculoskeletal condition
Skin disease
Psoriasis
Herpes simplex
Herpes simplex nos
Pyogenic skin infection
Skin infestation
Skin drug reaction
Skin malignancy
Melanoma
Basal cell carcinoma
Other skin condition
Other skin infection - specify
Chronic diarrhoea
Chronic arthritis
Severe anaemia
Other haematological syndrome
Meningitis bacterial
Pyogenic meningitis with no organism identified (CSF examined)
Meningitis bacterial clinical
Cryptococcal meningitis
Cryptococcal meningitis - voided
Meningitis cryptococcal
Meningitis tuberculous
Meningitis TB
Tuberculous meningitis
Meningitis tuberculosis
Stroke other
Other stroke
Stroke unknown type
Unexplained stroke
Paraplegia tuberculous
Paraplegia TB
Tuberculous paraplegia
Paraplegia pyogenic
Pyogenic paraplegia
Transverse myelitis
Neoplastic paraplegia
Paraplegia other
Paraplegia with other identified cause
Paraplegia unexplained
Unexplained paraplegia
Intracerebral abscess
Extradural haematoma
Other identified intracerebral lesion
Unidentified intracerebral lesion
Known chronic epilepsy
Recent onset convulsions, not explained by other diagnosis
Peripheral neuropathy VIT B12 deficiency
Peripheral neuropathy drug related - stavudine
Peripheral neuropathy other cause
Peripheral neuropathy with other specific cause
Peripheral neuropathy unexplained
Unexplained peripheral neuropathy
Acute confusional state
Psychosis chronic
Other psychiatric syndrome
Assumed tuberculous pleural effusion
Para-pneumonic pleural effusion
Empyema
Pleural effusion due to kaposis sarcoma
Pleural effusion due to other malignancy
Pleural effusion due to other cause
Transudate pleural effusion
Unspecified stage I condition
Verruca planus, extensive
Extensive warts
Extensive wart virus infection
Wart virus infection, extensive
voided
Molluscum contagiosum, extensive
Extensive molluscum contagiosum
Flaccid paralysis
Diphtheria
Neonatal tetanus
Psychiatric disorder
Syphilis in pregnancy
Ebola fever
Ebola hemorrhagic fever
Ebola
Plague
Eclpampsia
Neurosyphilis
Stevens Johnson syndrome
SJS
Abortion complications
Pericardial effusion, nos
Pericardial effusion
Paronychia, nos
Paronychia
Paronychia, acute
Acute paronychia
Paronychia, chronic
Chronic paronychia
Ruptured achilles tendon
Achilles tendon rupture
Amnesia
Anal fissure
Rectal prolapse
Anal prolapse
Angina pectoris
Atopic eczema
Atopic dermatitis
Atypical pneumonia
Primary atypical pneumonia
Bacterial skin infection
Breast abscess
Buccal space infection
Chronic anemia
Chronic anaemia
Chronic gastritis
Colitis, nos
Colitis
Contact allergic dermatitis
Contact dermatitis
Cystitis
Ear infection nos
Ear infection
Facial abscess
Gangreen
Fracture proximal ulnar or radius
Genital warts
WARTS
Giardiasis
Giardia
Glaucoma
Hand abscess
Hemorrhoids
Oral herpes
Herpes labialis
Hypopyan
Knee effusion
Leg uler
Malaria in pregnancy
Mastoiditis
Nasal polyp
Ocular trauma
Eye trauma
Eye trauma nos
Esophagitis
Oesophagitis
Oral cyst
Orchitis
Secondary parkinsons
Atypical parkinsons
Parkinsonism
Parkinsons syndrome
Parkinson disease
Head lice
Pediculosis capitis
Pityriasis nos
Pityriasis
Prostatitis
Refractive error
Disseminated kaposi sarcoma
Dysfunctional uterine bleeding
DUB
RTI
Respiratory tract infection nos
Salpingitis
Scalp abscess
Snake bite
Bite, snake
Sprain nos
Sprain
Staph infection
Staphylococcal infection
Sting from an insect
Sting
Insect sting
Submandibular abscess
Tinea pedis
T pedis
T cruris
Tinea cruris
Tinea
Tinea rosea
Tinea
Ringworm
Tinea nos
Tinea barbae
T barbae
T unguium
Tinea unguium
Torsion of ovarian cyst
Torticollis
Ulcerative colitis
Hernia
Hernia nos
Umbilical hernia
Congenital umbilical hernia
Viral laryngitis
Xeroderma pigmentosa
XP
Malaria complicated
Malaria cerebral
Malaria severe anaemia
Malaria acute renal failure
Malaria respiratory distress
Malaria other complication
Unspecified stage 1 condition
Unspecified stage 2 condition
Unspecified stage 3 condition
Unspecified stage 4 condition
Encephalopathy hypoxic

Encephalopathy hepatic
Hepatic encephalopathy
Respiratory encephalopathy
Encephalopathy respiratory
Other encephalopathy
Encephalopathy other
Encephalitis
Stroke ischaemic
Stroke haemorrhagic
Stroke unknown type hypertension
Stroke other hypertension
Other stroke hypertension
Stroke ischaemic heart disease
Stroke ischaemic syphilis
Stroke ischaemic other
Stroke ischaemic unknown
Stroke haemorrhagic hypertension
Stroke haemorrhagic diabetes
Stroke haemorrhagic heart disease
Stroke haemorrhagic HIV
Stroke haemorrhagic syphilis
Stroke haemorrhagic other
Stroke haemorrhagic unknown
Stroke unknown type diabetes
Stroke unknown type heart disease
Stroke unknown type syphilis
Stroke unknown type other
Stroke unknown type HIV
Stroke other diabetes
Stroke other heart disease
Stroke other HIV
Stroke other syphilis
Stroke other unknown
Paraplegia transverse myelitis
Paraplegia syphilis
Paraplegia schistosomiasis
Paraplegia malignancy
Cerebral abscess
Neurocysticercosis
SOL
Space occupying lesion
Space occupying lesion cerebral tumour
Space occupying lesion cerebral lymphoma
Space occupying lesion cerebral metastases
Space occupying lesion unknown
Space occupying lesion other
Seizures grandmal
Seizures focal
Seizures petit mal
Seizures status epilepticus
Seizures known epileptic
Seizures other

Peripheral neuropathy drug related - TB drugs
Peripheral neuropathy likely due to HIV
Psychosis acute
Psychosis drug induced
Psychosis alcohol induced
Psychosis alcohol withdrawal
Psychosis organic
Psychosis other
Other mental illnesses
Cardiomyopathy ischaemia
Cardiomyopathy post infection
Congenital malformation
Congenital malformation of the reproductive tract
Other lower respiratory infection
Other lower respiratory tract infection - specify
Acute respiratory infection
Diarrhoea diseases
Severe anaemia in pregnancy
Goitre
Other heart diseases
Other heart diseases - specify
Other oral conditions
Jaundice and infective hepatitis
All other communicable diseases
Opportunistic infections
Gynaecological disorders
Postpartum sepsis
New born complications
Other genito-urinary tract infection
Traumatic conditions
Traumatic
All other surgical conditions
Query
Brought in dead
BID
Ulcers
Death on arrival
DOA
Counselling
Abscondees
Neurological condition
Reflux oesophagitis
Varices
Duddentis
Candida
Virtual Colonoscopy
Laryngoscopy
Normal procedures
Qech outpatient diagnosis list
All other non-communicable diseases
ILI
Influenza like illness
Severe acute respiratory infection
Sari
Preterm pregnancy - less than 28 weeks
Preterm pregnancy - 28 to 34 weeks
Multiple gestation twins
Multiple gestation triplets
Multiple gestation quadruplets
Multiple gestation greater than 4
Previous caesarian section - 1
Previous caesarian section - 2
Previous caesarian section - 3
Previous caesarian section - 4
Vulva or perineal warts
Urethral prolaps
Bronchilitis
Acute bronchiolitis
Epiglottitis
Sinusitis
Tonsilitis
Bacillary dysentery
Brain abscess
Vulvovagina candidiasis
Candidiasis vulvovaginal
Cardiac failure
Cretinism
Croup
Foreign body inhalation
Glomerulonephritis
Heamolytic uraemic syndrome
Infective endocarditis
Intestinal schistosomiasis
Juvenile rheumatoid arthritis
Marasmic kwashiokor malnutrition
Myocarditis
PGL
Aspiration pneumonia
Retropharyngeal abscess
Reye syndrome
Rheumatic fever
Rubella
Septic athritis
Strongyloides
TB spine
Trypanosomiasis
Miliary tuberculosis
Pericardial tuberculosis
Disseminated tuberculosis
TB of bone
Tuberculosis of bone
Abdorminal tuberculosis
Urinary schistosomiasis
Viral skin infection
Sickle cell disease
Sickle cell
Burkitts lymphoma
Karposi's sarcoma
Retinoblastoma
Wilms tumour
Paraffin poisoning
Iron poisoning
Bee stings
Other bites
Acute adbomen surgical problems
Other surgical problems - specify
Other opportunistic infections - specify
Other eye infections
Pleural effusion and empyema
Acute abdomen surgical problem
Papular pruritic eruptions / Fungal nail infections
Hepatosplenomegaly, persistent unexplained
Hepatosplenomegaly persistent unexplained
Extensive molluscum contagiosum
Severe bacterial infections (pneumonia, empyema, pyomyositis, bone/joint, meningitis, bacteraemia)
Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis
Diarrhoea, persistent unexplained (14 days or more)
Oral candidiasis (from age 2 months)
Acute necrotizing ulcerative gingivitis or periodontitis
Lymph node tuberculosis
Cryptococcal meningitis or other extrapulmonary cryptococcosis
Cryptosporidiosis, chronic with diarroea
Disseminated mycosis (coccidiomycosis or histoplasmosis)
Cytomegalovirus infection (retinitis or infection or other organs)
Cytomegalovirus infection
Candidiasis of oseophagus
Severe sepsis
Sepsis, severe
Severe pneumonia
Pneumonia, severe
Pneumonia, severe
Acute abdomen
Drug induced
Drug-induced
Hydronephrosis
Nephritic syndrome
Renal vein thrombosis
RVT
Alcohol withdrawal syndrome
Alcoholism
Folate deficiency
Chronic disease
Angina
Chronic kidney disease
Toxoplasmosis of the brain (from age 1 month) - retired
Cholangitis
Drug overdose
Anaemia, bone marrow toxicity
Drug reaction
Dysentery
Hydropneumothorax
Lung cancer
Mesothelioma
Myocardial infarction
Neoplastic bone infiltration
Pancreatic carcinoma
Pancreatitis
Pituitary adenoma
Pulmonary fibrosis
Pyopneumothorax
Bladder cancer
Spinal disease
Tuberculous pericarditis
Upper GI bleeding
Valvular heart disease
Tuberculous meningitis assumed on basis of clinical context or CSF cell-count
Stroke with other identified cause
Stroke with hypertension (no diabetes)
Stroke with HIV the only risk factor
Stroke with diabetes (no hypertension)
Sepsis with non-typhi salmonella (NTS) isolated
Schistosoma haematobium
S. haematobium
Pyogenic meningitis with n meningitidis proven by gram stain or culture
Pyogenic meningitis with clinical diagnosis only (CSF not examined)
Other systemic diagnosis condition
other haematological condition,
Vaginal bleeding during pregnancy
Postnatal bleeding
Fever during pregnancy
Postnatal fever
Fits or convulsion
Swollen hands or feet
Paleness of the skin and tiredness
No foetal movement
Water break
Fistula
Bronchial breathing
Relapsing fever
Recurrent fever
Deafness
Purpura
Visual impairment
Pre-Eclampsia
Cord Prolapse
Chylamidia
Trichomoniasis
Unspecified urethritis
Adenitis
QECH Emergency Diagnosis List
Diptheria
Duodenitis
Detailed primary diagnosis
Detailed secondary diagnosis
Specific secondary diagnosis
Specific primary diagnosis
Draining liquor
Detailed additional diagnosis
Specific additional diagnosis
Visual problems
Gained or lost weight
Acute flaccid paralysis
Acute psychiatric disorder
Postpartum hemorrhage
Cancer diseases
Cervical stage 1
Chorio-carcinom
Begnin Tumours
Vaginal
Tubal Ovarian Masses
Hyper emisis gravidulum
Hiv/Aids
Vesco-vaginal fistula
Vulva warts
Malpresentation
Sickle cell disease
Peral sepsis
Other STI
Pre-existing HTN
Abruption placenta
 Preterm premature rupture of membranes (PPROM)
Diabetes in pregnancy
Abnormal vaginal discharges
Infections in pregnancy
Uterine fibroids
Ovarian
Cervical
Benign tumours
Cervical stage 2
Cervical stage 3
On HAART
Not HAART
Cervical stenosis
Imperforate hymen
Vaginal agenesis
Genital mutation
Bi-cornuate uterus
Retroverted uterus in pregnancy
Incompetence of cervix
Epilepsy in pregnancy
Episiotomy
Diabetes in pregnancy
Respiratory disease in pregnancy-labor
Cardiac disease in pregnancy
Pre-eclampsia with complications
Intestinal obstruction
Undefined diagnosis
Burst abdomen
Puerperal psychosis
Infected Episiotomy
Hypertension
Urinary incontinence
Uterine inversion
Phenoxymethypenicillin
Septic Abortion
Abdominal Ectopic Pregnancy
Ovarian Benign Tumour
Vulva Benign Tumor
Cervical Benign Tumor
Vaginal Benign Tumor
Inspidus
Type 3 Diabetes
Laparatomy
Type of employment
Acute Haematogenous Osteomyelitis
Bone Tumor
Chronic Osteomyelitis
Compartment Syndrome
Congenital and Developmental Disorders
Degloving Wounds
Elbow dislocation
Hip dislocation
Phalanges dislocation
Epiphyseal Injury
Ganglion Cyst
Multiple Injuries
Muscular Dystrophy
Myositis ossificans
Necrotizing Fasciitis
Neurofibromatosis
Osgood Schlatter disease
Osteochondritis dissecans
Osteochondroma
Osteoporosis
Polyarthritis
Postpartum hemorrhage
Subluxation
Traumatic Haemarthrosis
Femur
Phalanges
Humerus
Radius/ulna
Tibia/Fibula
non-bloody
Excluding Joints
Apneoa
Birth Injury
Pallar in neonates
Congenital infection
fitting neonate
Meconium Aspiration
Paget disease
Failed Vacuum
Failed trial
Swollen libia
Big undus
Compound Presentation
Breech in previous scar
Oedematous cervix
Irregular indometrium
HIV pos
Joint pain
Arthralgia
Rheumatism
Intravenous drug use
Myalgia
Goiter
Struma
Thyromegaly
Lumbago
Lymphadenopathy
Adenopathy
Polymenorrhea
Rheumatism
Epistaxis
Nosebleed
Contaminated needle stick
Cyst
Cyst nos
Bruise
Convulsion
Jaundice
Icterus
Yellow eye
Antepartum hemorrhage
Hemorrhage antepartum
Hemorrhage antepartum
Postpartum hemorrhage
Hemorrhage postpartum
Hemorrhage postpartum
Back pain
Backache
Lumbago
Edema 
Dropsy
Oedema
Edema nos
Goitre
Multiple bruises
Bruises multiple
Bruises multiple
Coryza
Running nose
Decreased sensation
Decreased sensation rle
Decreased sensation diffuse
Ataxia
Limp
Edema left lower extremity
Edema right lower extremity
Thyromegaly
Thyromegaly diffuse enlargement
Thyromegaly multinodular
Thyromegaly single nodule
Deviated trachea
Scleric icteric
Pale conjunctiva
Conjunctiva pale
Injected conjuctiva
Conjuctiva injected
Fundal abnormality
Abnormal fundus
Fundus abnormal
Eryhthematous
Chest expansion increased
Chest expansion decreased
Splinting
Dullness
Decreased fremitus
Tm injected
